"Name","AvgCyclomatic","AvgCyclomaticModified","AvgCyclomaticStrict","AvgEssential","AvgLine","AvgLineBlank","AvgLineCode","AvgLineComment","CountDeclClass","CountDeclFile","CountDeclFunction","CountLine","CountLineBlank","CountLineCode","CountLineComment","CountPath","CountStmt","CountStmtDecl","CountStmtExe","Cyclomatic","CyclomaticModified","CyclomaticStrict","Essential","MaxCyclomatic","MaxCyclomaticModified","MaxNesting","RatioCommentToCode","SumCyclomatic","SumCyclomaticModified","SumCyclomaticStrict","SumEssential","Has_Session","Session_Reads","Session_Writes","Cookies","Header_Access","Has_Param","Param_Reads","Context_Switches","DB_Query","DB_Query_Binary","Has_HTML","total_tags","unique_tags","total_attrs","unique_attrs","avg_attrs","max_depth","total_depth","avg_depth","total_comment","total_text","forms","inputs","anchors","frames","scripts","in_page_scripts","external_scripts","css_included","style_tags","inline_css","inline_css_lines","Defect_Count","Defected"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/admin/reports.php","0","0","0","0","0","0","0","0","0","","0","277","52","207","18","1728","106","0","106","36","36","37","1","36","36","2","0.09","0","0","0","0","False","0","0","0","0","True","3","38","0","False","True","41","11","42","10","0.9761904761904762","6","145","0.2827586206896552","0","67","1","3","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/admin/settings.php","0","0","0","0","0","0","0","0","0","","0","1456","162","1241","53","999999999","1082","0","1082","333","328","379","1","333","328","7","0.04","0","0","0","0","False","0","0","0","0","True","4","743","0","False","True","738","15","898","13","0.821826280623608","8","4092","0.18035190615835778","0","955","6","87","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/admin/users.php","0","0","0","0","0","0","0","0","0","","0","1452","267","1120","66","477839632","698","0","698","218","218","250","1","218","218","9","0.06","0","0","0","0","False","0","0","0","0","True","59","261","0","False","True","343","19","402","14","0.8532338308457711","8","1661","0.20650210716435882","0","432","7","39","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/delete.php","0","0","0","0","0","0","0","0","0","","0","225","45","155","25","768","87","0","87","40","40","48","1","40","40","3","0.16","0","0","0","0","False","0","0","0","0","True","5","23","0","False","True","26","11","36","11","0.7222222222222222","7","105","0.24761904761904763","0","41","1","3","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/edit.php","0","0","0","0","0","0","0","0","0","","0","370","77","263","30","538140672","151","0","151","75","75","91","1","75","75","5","0.11","0","0","0","0","False","0","0","0","0","True","16","41","0","False","True","49","14","62","15","0.7903225806451613","8","189","0.25925925925925924","0","70","1","3","0","0","0","0","0","0","0","0","0",0.0038022813688212928,"yes"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/extern.php","5","5","5","1","34","7","25","0","0","","5","623","119","409","95","26624","250","9","241","55","55","68","1","55","55","5","0.23","28","28","28","5","False","0","0","0","0","True","18","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0024449877750611247,"yes"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/footer.php","0","0","0","0","0","0","0","0","0","","0","117","29","63","25","70","41","0","41","20","20","22","1","20","20","3","0.40","0","0","0","0","False","0","0","0","0","False","0","2","0","False","True","1","1","1","1","1.0","1","1","1.0","0","3","0","0","0","0","0","0","0","0","0","0","0",0.031746031746031744,"yes"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/header.php","0","0","0","0","0","0","0","0","0","","0","318","85","181","54","81285120","140","0","140","64","64","70","1","64","64","6","0.30","0","0","0","0","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.011049723756906077,"yes"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/help.php","0","0","0","0","0","0","0","0","0","","0","218","33","172","13","88","118","0","118","20","20","21","1","20","20","4","0.08","0","0","0","0","False","0","0","0","0","True","2","92","0","False","True","141","19","62","6","2.274193548387097","7","666","0.21171171171171171","0","206","0","0","4","0","0","0","0","0","0","2","2",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/cache.php","8","8","9","2","47","8","36","3","0","","11","594","116","402","80","2","235","20","215","2","2","2","1","17","17","5","0.20","97","97","102","23","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0024875621890547263,"yes"
