Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFile,CountDeclFunction,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountPath,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Function,"getMapObjectLonLatFromLonLat",,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,2,,3,3,,4,4,,2,2,2,1,,,1,,,,,
Function,"getMapObjectLonLatFromLonLat",,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,2,,3,3,,4,4,,2,2,2,1,,,1,,,,,
Function,"getMapObjectLonLatFromLonLat",,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,2,,3,3,,4,4,,2,2,2,1,,,1,,,,,
Function,"getMapObjectLonLatFromLonLat",,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,2,,3,3,,4,4,,2,2,2,1,,,1,,,,,
Function,"getMapObjectLonLatFromLonLat",,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,2,,3,3,,4,4,,2,2,2,1,,,1,,,,,
Function,"getMapObjectLonLatFromMapObjectPixel",,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,2,,8,8,,3,3,,2,2,2,1,,,1,,,,,
Function,"getMapObjectLonLatFromMapObjectPixel",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,1,1,,1,1,,1,1,1,1,,,0,,,,,
Function,"getMapObjectLonLatFromMapObjectPixel",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,1,1,,1,1,,2,2,2,1,,,0,,,,,
Function,"getMapObjectLonLatFromMapObjectPixel",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,1,1,,3,3,,1,1,1,1,,,0,,,,,
Function,"getMapObjectLonLatFromMapObjectPixel",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,1,1,,1,1,,1,1,1,1,,,0,,,,,
Function,"getMapObjectLonLatFromOLLonLat",,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,2,,2,2,,3,3,,2,2,2,1,,,1,,,,,
Function,"getMapObjectPixelFromMapObjectLonLat",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,6,6,,1,1,,1,1,1,1,,,0,,,,,
Function,"getMapObjectPixelFromMapObjectLonLat",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,1,1,,1,1,,1,1,1,1,,,0,,,,,
Function,"getMapObjectPixelFromMapObjectLonLat",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,1,1,,1,1,,1,1,1,1,,,0,,,,,
Function,"getMapObjectPixelFromMapObjectLonLat",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,1,1,,1,1,,1,1,1,1,,,0,,,,,
Function,"getMapObjectPixelFromMapObjectLonLat",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,1,1,,1,1,,1,1,1,1,,,0,,,,,
Function,"getMapObjectPixelFromOLPixel",,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,2,,2,2,,3,3,,2,2,2,1,,,1,,,,,
Function,"getMapObjectPixelFromXY",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,1,1,,1,1,,1,1,1,1,,,0,,,,,
Function,"getMapObjectPixelFromXY",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,1,1,,1,1,,1,1,1,1,,,0,,,,,
Function,"getMapObjectPixelFromXY",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,1,1,,1,1,,2,2,2,1,,,0,,,,,
Function,"getMapObjectPixelFromXY",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,1,1,,1,1,,1,1,1,1,,,0,,,,,
Function,"getMapObjectPixelFromXY",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,1,1,,1,1,,1,1,1,1,,,0,,,,,
Function,"getMapObjectSizeFromOLSize",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,1,1,,1,1,,1,1,1,1,,,0,,,,,
Function,"getMapObjectZoom",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,1,1,,1,1,,1,1,1,1,,,0,,,,,
Function,"getMapObjectZoom",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,1,1,,1,1,,1,1,1,1,,,0,,,,,
Function,"getMapObjectZoom",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,1,1,,1,1,,1,1,1,1,,,0,,,,,
